Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable,F1_Score
?e  league  ?b  ex:?e  team  ?a  ex: ,?a  ex:season  ?b,0.0374072,0.0632522,0.0864846,247,3905,2856,?a,0.0522254
?a  ex:highestPlace  ?b  ex: ,?a  ex:highestRegion  ?b,0.031746,0.00482509,0.0869565,4,829,46,?a,0.0465116
?a  ex:district  ?f  ?f  part  ?b  ex: ,?a  ex:governmentRegion  ?b,0.0487805,0.00347021,0.0869565,6,1729,69,?a,0.0625
?e  otherParty  ?a  ex:?e  party  ?b  ex: ,?a  ex:nationalAffiliation  ?b,0.0159151,0.00528634,0.0869565,6,1135,69,?a,0.0269058
?a  ex:locatedInArea  ?f  ?b  ex:sourceRegion  ?f   ,?a  ex:crosses  ?b,0.0156308,0.00291829,0.0869565,42,14392,483,?a,0.0264984
?b  ex:isPartOf  ?f  ?a  ex:type  ?f   ,?a  ex:servingRailwayLine  ?b,0.0330663,0.000317323,0.0871684,322,1014739,3694,?a,0.0479452
?a  ex:owningCompany  ?f  ?f  parentCompany  ?b  ex: ,?a  ex:owningCompany  ?b,0.0124683,0.0873427,0.0873427,118,1351,1351,?a,0.0218215
?a  ex:philosophicalSchool  ?b  ex: ,?a  ex:notableIdea  ?b,0.0616062,0.0404917,0.0873635,56,1383,641,?b,0.0722581
?a  ex:birthPlace  ?e  ?e  isPartOf  ?b  ex: ,?a  ex:billed  ?b,0.0885685,0.000164722,0.0873984,86,522092,984,?a,0.0879795
?a  ex:owner  ?b  ex: ,?a  ex:foundedBy  ?b,0.0210366,0.00480898,0.087445,179,37222,2047,?b,0.0339144
?e  crewMember  ?b  ex:?e  landingVehicle  ?a  ex: ,?a  ex:crewMember  ?b,0.0232558,0.0877193,0.0877193,5,57,57,?b,0.0367647
?a  ex:aircraftTransport  ?b  ex: ,?a  ex:aircraftRecon  ?b,0.0421456,0.0150685,0.088,11,730,125,?b,0.0569948
?a  ex:voice  ?b  ex: ,?a  ex:narrator  ?b,0.0156076,0.0083632,0.088189,56,6696,635,?a,0.0265214
?a  ex:aircraftPatrol  ?b  ex: ,?a  ex:aircraftBomber  ?b,0.0109091,0.0163043,0.0882353,3,184,34,?a,0.0194175
?b  ex:residence  ?a  ex: ,?a  ex:memberOfParliament  ?b,0.0166205,0.00016688,0.0882353,6,35954,68,?b,0.027972
?e  locatedInArea  ?b  ex:?e  mountainRange  ?a  ex: ,?a  ex:highestRegion  ?b,0.047619,0.00131694,0.0882353,6,4556,68,?a,0.0618557
?a  ex:residence  ?b  ex: ,?a  ex:education  ?b,0.0169832,0.00517328,0.0884451,186,35954,2103,?a,0.0284948
?a  ex:president  ?b  ex: ,?a  ex:chancellor  ?b,0.0138203,0.0016044,0.0886076,14,8726,158,?a,0.0239112
?b  ex:owner  ?f  ?a  ex:publisher  ?f   ,?a  ex:sisterNewspaper  ?b,0.0491228,0.000326973,0.0886076,14,42817,158,?b,0.0632054
?b  ex:president  ?f  ?f  primeMinister  ?a  ex: ,?a  ex:primeMinister  ?b,0.0298551,0.0307463,0.0887166,206,6700,2322,?a,0.0446758
?b  ex:landingVehicle  ?f  ?a  ex:launchVehicle  ?f   ,?a  ex:nextMission  ?b,0.0190024,0.0842105,0.0888889,8,95,90,?a,0.0313112
?b  ex:highestState  ?f  ?f  location  ?a  ex: ,?a  ex:highestRegion  ?b,0.031746,0.030303,0.0888889,4,132,45,?a,0.0467836
?a  ex:child  ?f  ?b  ex:child  ?f   ,?a  ex:child  ?b,0.0112518,0.0133556,0.0888889,88,6589,990,?b,0.019975
?b  ex:derivative  ?f  ?a  ex:stylisticOrigin  ?f   ,?a  ex:stylisticOrigin  ?b,0.115959,0.0890653,0.0890653,303,3402,3402,?a,0.100748
?b  ex:affiliation  ?a  ex: ,?a  ex:nationalAffiliation  ?b,0.0397878,0.000944287,0.0892857,15,15885,168,?a,0.0550459
?f  capital  ?b  ex:?a  ex:deathPlace  ?f   ,?a  ex:placeOfBurial  ?b,0.0201207,0.00014664,0.0892857,10,68194,112,?a,0.0328407
?a  ex:<http://xmlns.com/foaf/0.1/homepage  ?f  ?b  ex:<http://xmlns.com/foaf/0.1/homepage  ?f   ,?a  ex:associatedAct  ?b,0.0442478,0.000015298,0.0892857,5,326847,56,?a,0.0591716
?a  ex:city  ?b  ex: ,?a  ex:routeStart  ?b,0.0222199,0.00506858,0.0897114,429,84639,4782,?a,0.0356179
?e  isPartOf  ?a  ex:?e  isPartOf  ?b  ex: ,?a  ex:countySeat  ?b,0.0139303,0.000365952,0.0897436,42,114769,468,?b,0.0241171
?a  ex:landingVehicle  ?f  ?b  ex:launchVehicle  ?f   ,?a  ex:previousMission  ?b,0.0191847,0.0842105,0.0898876,8,95,89,?a,0.0316206
?e  derivative  ?a  ex:?e  musicSubgenre  ?b  ex: ,?a  ex:musicSubgenre  ?b,0.108401,0.0898876,0.0898876,40,445,445,?b,0.0982801
?e  leftTributary  ?a  ex:?e  state  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0194411,0.012987,0.0898876,16,1232,178,?a,0.031968
?f  branchFrom  ?b  ex:?a  ex:branchTo  ?f   ,?a  ex:branchFrom  ?b,0.0235294,0.0848485,0.0903226,14,165,155,?a,0.0373333
?e  predecessor  ?b  ex:?a  ex:relatedMeanOfTransportation  ?e   ,?a  ex:relatedMeanOfTransportation  ?b,0.0507729,0.0903272,0.0903272,381,4218,4218,?a,0.065006
?f  formerCoach  ?b  ex:?a  ex:formerCoach  ?f   ,?a  ex:formerCoach  ?b,0.0371622,0.090411,0.090411,66,730,730,?a,0.0526736
?a  ex:region  ?b  ex: ,?a  ex:residence  ?b,0.0117094,0.00646409,0.0904404,421,65129,4655,?a,0.0207343
?a  ex:parentCompany  ?e  ?e  targetAirport  ?b  ex: ,?a  ex:hubAirport  ?b,0.01152,0.0647482,0.0904523,36,556,398,?a,0.0204371
?b  ex:starring  ?a  ex: ,?a  ex:knownFor  ?b,0.0117186,0.00109567,0.0904992,281,256464,3105,?b,0.0207503
?e  president  ?a  ex:?e  vicePresident  ?b  ex: ,?a  ex:vicePresident  ?b,0.0360111,0.0905923,0.0905923,26,287,287,?b,0.0515362
?a  ex:part  ?b  ex: ,?a  ex:governmentRegion  ?b,0.0487805,0.000494397,0.0909091,6,12136,66,?a,0.0634921
?b  ex:routeJunction  ?a  ex: ,?a  ex:routeEndLocation  ?b,0.0277778,0.000120269,0.0909091,3,24944,33,?b,0.0425532
?b  ex:location  ?f  ?f  lowestState  ?a  ex: ,?a  ex:governmentRegion  ?b,0.0162602,0.0588235,0.0909091,2,34,22,?a,0.0275862
?e  city  ?a  ex:?e  part  ?b  ex: ,?a  ex:governmentRegion  ?b,0.0162602,0.0166667,0.0909091,2,120,22,?a,0.0275862
?e  location  ?b  ex:?e  municipality  ?a  ex: ,?a  ex:highestRegion  ?b,0.0555556,0.0192837,0.0909091,7,363,77,?a,0.0689655
?e  derivative  ?b  ex:?a  ex:stylisticOrigin  ?e   ,?a  ex:stylisticOrigin  ?b,0.118638,0.0909624,0.0909624,310,3408,3408,?a,0.102973
?a  ex:city  ?b  ex: ,?a  ex:campus  ?b,0.0831277,0.00636822,0.0909705,539,84639,5925,?a,0.0868724
?f  city  ?b  ex:?a  ex:riverMouth  ?f   ,?a  ex:mouthMountain  ?b,0.266703,0.0467462,0.0911743,1469,31425,16112,?a,0.135893
?b  ex:mountainRange  ?a  ex: ,?a  ex:highestPlace  ?b,0.394451,0.0409057,0.0913408,327,7994,3580,?a,0.148333
?e  launchVehicle  ?a  ex:?b  ex:mission  ?e   ,?a  ex:crewMember  ?b,0.0790698,0.0641509,0.0913979,17,265,186,?b,0.084788
?e  director  ?b  ex:?e  series  ?a  ex: ,?a  ex:executiveProducer  ?b,0.0160851,0.0538076,0.0914729,118,2193,1290,?a,0.0273591
?a  ex:wineProduced  ?f  ?b  ex:wineProduced  ?f   ,?a  ex:isPartOfWineRegion  ?b,0.013245,0.0722892,0.0923077,6,83,65,?a,0.023166
?e  location  ?b  ex:?e  operator  ?a  ex: ,?a  ex:countySeat  ?b,0.0165837,0.00805542,0.0924214,50,6207,541,?b,0.0281215
?a  ex:derivative  ?f  ?b  ex:derivative  ?f   ,?a  ex:stylisticOrigin  ?b,0.0309989,0.0921502,0.0931034,81,879,870,?a,0.0465116
?a  ex:city  ?b  ex: ,?a  ex:routeEnd  ?b,0.023196,0.00522218,0.0931507,442,84639,4745,?a,0.0371429
?a  ex:successor  ?b  ex: ,?a  ex:relatedMeanOfTransportation  ?b,0.0114606,0.00141952,0.0931744,86,60584,923,?a,0.0204106
?a  ex:region  ?f  ?f  state  ?b  ex: ,?a  ex:highestPlace  ?b,0.013269,0.00177677,0.0932203,11,6191,118,?a,0.0232313
?a  ex:predecessor  ?f  ?b  ex:predecessor  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.0179904,0.00737141,0.093232,135,18314,1448,?a,0.0301609
?a  ex:headquarter  ?b  ex: ,?a  ex:jurisdiction  ?b,0.0949367,0.00606328,0.093273,165,27213,1769,?a,0.0940975
?a  ex:location  ?b  ex: ,?a  ex:jurisdiction  ?b,0.0949367,0.000666395,0.093273,165,247601,1769,?a,0.0940975
?f  lieutenant  ?a  ex:?b  ex:successor  ?f   ,?a  ex:governor  ?b,0.0440661,0.0461458,0.0933192,88,1907,943,?a,0.0598639
?a  ex:musicFusionGenre  ?b  ex: ,?a  ex:musicSubgenre  ?b,0.0189702,0.0216049,0.0933333,7,324,75,?b,0.0315315
?e  branchFrom  ?b  ex:?a  ex:branchTo  ?e   ,?a  ex:branchTo  ?b,0.0275591,0.0424242,0.0933333,7,165,75,?b,0.0425532
?a  ex:country  ?b  ex: ,?a  ex:homeport  ?b,0.0153774,0.000056415,0.0934844,33,584947,353,?a,0.0264106
?a  ex:locationCity  ?b  ex: ,?a  ex:regionServed  ?b,0.0281042,0.0168695,0.0936684,287,17013,3064,?a,0.0432359
?b  ex:formerPartner  ?a  ex: ,?a  ex:currentPartner  ?b,0.0378913,0.0190871,0.0938776,23,1205,245,?b,0.0539906
?a  ex:occupation  ?b  ex: ,?a  ex:instrument  ?b,0.0540525,0.0122803,0.094001,2739,223040,29138,?a,0.0686372
?a  ex:region  ?b  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.0934579,0.000153541,0.0943396,10,65129,106,?b,0.0938967
?a  ex:region  ?b  ex: ,?a  ex:sourceConfluencePlace  ?b,0.0934579,0.000153541,0.0943396,10,65129,106,?b,0.0938967
?f  leaderName  ?b  ex:?a  ex:nationality  ?f   ,?a  ex:primeMinister  ?b,0.0263768,0.0012218,0.0943494,182,148960,1929,?a,0.0412278
?f  musicFusionGenre  ?b  ex:?a  ex:musicFusionGenre  ?f   ,?a  ex:derivative  ?b,0.0140281,0.0380435,0.0945946,7,184,74,?b,0.0244328
?b  ex:keyPerson  ?a  ex: ,?a  ex:board  ?b,0.0426267,0.00137572,0.0946292,37,26895,391,?b,0.0587768
?a  ex:editing  ?b  ex: ,?a  ex:writer  ?b,0.0126876,0.0837877,0.0946809,1675,19991,17691,?a,0.0223766
?a  ex:coach  ?f  ?b  ex:coach  ?f   ,?a  ex:currentPartner  ?b,0.481054,0.0482964,0.0948052,292,6046,3080,?b,0.158394
?a  ex:writer  ?b  ex: ,?a  ex:gameArtist  ?b,0.0273684,0.000098471,0.0948905,13,132019,137,?a,0.0424837
?a  ex:highestPlace  ?b  ex: ,?a  ex:lowestMountain  ?b,0.0361446,0.00723764,0.0952381,6,829,63,?a,0.0524017
?e  series  ?a  ex:?e  writer  ?b  ex: ,?a  ex:creativeDirector  ?b,0.0141844,0.000903751,0.0952381,2,2213,21,?a,0.0246914
?e  district  ?b  ex:?e  region  ?a  ex: ,?a  ex:highestRegion  ?b,0.015873,0.00116009,0.0952381,2,1724,21,?a,0.0272109
?e  musicFusionGenre  ?b  ex:?a  ex:musicFusionGenre  ?e   ,?a  ex:musicSubgenre  ?b,0.0108401,0.0217391,0.0952381,4,184,42,?b,0.0194647
?b  ex:derivative  ?f  ?a  ex:musicFusionGenre  ?f   ,?a  ex:musicSubgenre  ?b,0.0298103,0.0423077,0.0956522,11,260,115,?b,0.0454545
?f  parentCompany  ?b  ex:?a  ex:parentCompany  ?f   ,?a  ex:parentCompany  ?b,0.0234298,0.0957874,0.0957874,191,1994,1994,?a,0.0376503
?a  ex:musicFusionGenre  ?f  ?b  ex:musicSubgenre  ?f   ,?a  ex:derivative  ?b,0.0140281,0.0673077,0.0958904,7,104,73,?b,0.0244755
?b  ex:highestState  ?a  ex:?b  ex:municipality  ?a  ex: ,?a  ex:highestRegion  ?b,0.111111,0.059322,0.0958904,14,236,146,?a,0.102941
?a  ex:aircraftFighter  ?b  ex: ,?a  ex:aircraftAttack  ?b,0.0759494,0.0394737,0.096463,30,760,311,?a,0.0849858
?a  ex:birthPlace  ?b  ex: ,?a  ex:restingPlace  ?b,0.101044,0.00172486,0.0965557,1326,768759,13733,?a,0.0987489
?a  ex:writer  ?b  ex: ,?a  ex:narrator  ?b,0.0521182,0.00141646,0.0966908,187,132019,1934,?a,0.0677291
?e  governmentRegion  ?b  ex:?a  ex:highestState  ?e   ,?a  ex:highestRegion  ?b,0.047619,0.0292683,0.0967742,6,205,62,?a,0.0638298
?b  ex:predecessor  ?e  ?e  successor  ?a  ex: ,?a  ex:relatedMeanOfTransportation  ?b,0.0114606,0.00749194,0.096956,86,11479,887,?a,0.0204982
?a  ex:rightTributary  ?b  ex:?b  ex:riverMouth  ?a  ex: ,?a  ex:source  ?b,0.0218688,0.00966042,0.0973451,33,3416,339,?a,0.0357143
?b  ex:president  ?f  ?a  ex:successor  ?f   ,?a  ex:primeMinister  ?b,0.0414493,0.0190223,0.0973783,286,15035,2937,?a,0.0581478
?f  highestRegion  ?a  ex:?b  ex:highestState  ?f   ,?a  ex:governmentRegion  ?b,0.0325203,0.0228571,0.097561,4,175,41,?a,0.0487805
?a  ex:producer  ?b  ex: ,?a  ex:starring  ?b,0.010789,0.0144146,0.0976634,2767,191958,28332,?b,0.0194315
?f  militaryRank  ?b  ex:?a  ex:president  ?f   ,?a  ex:militaryRank  ?b,0.0135977,0.0137773,0.0979592,24,1742,245,?a,0.0238806
?e  subsidiary  ?b  ex:?e  successor  ?a  ex: ,?a  ex:subsidiary  ?b,0.0112844,0.0979827,0.0979827,34,347,347,?b,0.0202381
?b  ex:capital  ?f  ?a  ex:headquarter  ?f   ,?a  ex:jurisdiction  ?b,0.195052,0.00933139,0.0980335,339,36329,3458,?a,0.130485
?b  ex:capital  ?f  ?a  ex:location  ?f   ,?a  ex:jurisdiction  ?b,0.195052,0.00291503,0.0980335,339,116294,3458,?a,0.130485
?a  ex:aircraftRecon  ?b  ex: ,?a  ex:aircraftBomber  ?b,0.0181818,0.0191571,0.0980392,5,261,51,?a,0.0306748
?f  predecessor  ?a  ex:?b  ex:successor  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.011194,0.00799848,0.0981308,84,10502,856,?a,0.0200957
?f  birthPlace  ?b  ex:?a  ex:leader  ?f   ,?a  ex:jurisdiction  ?b,0.0581128,0.023331,0.0984405,101,4329,1026,?a,0.0730825
?a  ex:relatedMeanOfTransportation  ?e  ?e  successor  ?b  ex: ,?a  ex:relatedMeanOfTransportation  ?b,0.0467751,0.0984572,0.0984572,351,3565,3565,?a,0.0634204
?f  branchFrom  ?a  ex:?b  ex:branchTo  ?f   ,?a  ex:branchTo  ?b,0.0275591,0.0424242,0.0985916,7,165,71,?b,0.0430769
?e  derivative  ?b  ex:?e  musicFusionGenre  ?a  ex: ,?a  ex:stylisticOrigin  ?b,0.0160735,0.0887949,0.0985916,42,473,426,?a,0.0276407
?b  ex:parentCompany  ?f  ?a  ex:successor  ?f   ,?a  ex:subsidiary  ?b,0.0119482,0.01373,0.0986301,36,2622,365,?b,0.0213144
?a  ex:municipality  ?b  ex: ,?a  ex:highestRegion  ?b,0.0634921,0.00432666,0.0987654,8,1849,81,?a,0.0772947
?f  primeMinister  ?a  ex:?b  ex:primeMinister  ?f   ,?a  ex:deputy  ?b,0.0375747,0.00627944,0.0990991,44,7007,444,?b,0.0544892
?f  relatedMeanOfTransportation  ?a  ex:?b  ex:successor  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.0142591,0.0535804,0.09935,107,1997,1077,?a,0.0249388
?a  ex:district  ?b  ex: ,?a  ex:associationOfLocalGovernment  ?b,0.0894309,0.00071009,0.0995475,44,61964,442,?a,0.0942184
?a  ex:creator  ?b  ex: ,?a  ex:showJudge  ?b,0.0174639,0.00103613,0.0995671,23,22198,231,?b,0.0297158
?b  ex:firstDriver  ?a  ex: ,?a  ex:firstWin  ?b,0.892157,0.0841035,0.0997807,91,1082,912,?a,0.179487
?f  highestRegion  ?a  ex:?b  ex:municipality  ?f   ,?a  ex:governmentRegion  ?b,0.0325203,0.019802,0.1,4,202,40,?a,0.0490798
?e  leftTributary  ?a  ex:?e  sourcePlace  ?b  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.0186916,0.000682594,0.1,2,2930,20,?b,0.0314961
?e  city  ?b  ex:?e  leftTributary  ?a  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.0186916,0.000174596,0.1,2,11455,20,?b,0.0314961
?e  leftTributary  ?a  ex:?e  sourceMountain  ?b  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.0186916,0.000682594,0.1,2,2930,20,?b,0.0314961
?a  ex:creator  ?b  ex:?a  ex:executiveProducer  ?b  ex: ,?a  ex:creativeDirector  ?b,0.0141844,0.00107643,0.1,2,1858,20,?a,0.0248447
?e  division  ?a  ex:?e  division  ?b  ex: ,?a  ex:sisterNewspaper  ?b,0.0105263,0.000604473,0.1,3,4963,30,?b,0.0190476
?e  governmentRegion  ?b  ex:?a  ex:municipality  ?e   ,?a  ex:highestRegion  ?b,0.047619,0.0251046,0.1,6,239,60,?a,0.0645161
?a  ex:birthPlace  ?f  ?f  capital  ?b  ex: ,?a  ex:placeOfBurial  ?b,0.0261569,0.00004277,0.1,13,303954,130,?a,0.0414673
?f  governor  ?b  ex:?a  ex:opponent  ?f   ,?a  ex:incumbent  ?b,0.023622,0.1,0.1,3,30,30,?a,0.0382166
?a  ex:director  ?b  ex: ,?a  ex:narrator  ?b,0.0593645,0.00283377,0.100094,213,75165,2128,?a,0.0745276
?a  ex:rightTributary  ?b  ex:?b  ex:riverMouth  ?a  ex: ,?a  ex:sourcePlace  ?b,0.0339056,0.0462529,0.100127,158,3416,1578,?a,0.0506573
?a  ex:leftTributary  ?b  ex:?b  ex:riverMouth  ?a  ex: ,?a  ex:sourcePlace  ?b,0.0339056,0.0462529,0.100701,158,3416,1569,?a,0.0507305
?a  ex:predecessor  ?f  ?f  successor  ?b  ex: ,?a  ex:relatedMeanOfTransportation  ?b,0.0125267,0.00818887,0.100858,94,11479,932,?a,0.0222854
?e  endingTheme  ?b  ex:?e  starring  ?a  ex: ,?a  ex:associatedAct  ?b,0.079646,0.00385274,0.101124,9,2336,89,?a,0.0891089
?e  location  ?b  ex:?e  owner  ?a  ex: ,?a  ex:countySeat  ?b,0.0374793,0.00700211,0.101254,113,16138,1116,?b,0.0547083
?e  relatedMeanOfTransportation  ?a  ex:?e  successor  ?b  ex: ,?a  ex:relatedMeanOfTransportation  ?b,0.0134595,0.0536663,0.101304,101,1882,997,?a,0.0237619
?a  ex:city  ?b  ex: ,?a  ex:highestRegion  ?b,0.0555556,0.000082704,0.101449,7,84639,69,?a,0.0717949
?a  ex:deathPlace  ?b  ex: ,?a  ex:canonizedPlace  ?b,0.139442,0.000175196,0.101449,35,199776,345,?a,0.11745
?b  ex:firstDriver  ?a  ex: ,?a  ex:lastWin  ?b,0.911765,0.0859519,0.101528,93,1082,916,?a,0.182711
?e  birthPlace  ?a  ex:?e  birthPlace  ?b  ex: ,?a  ex:lieutenancyArea  ?b,0.13706,0.000532521,0.102013,152,285435,1490,?a,0.116968
?e  militaryRank  ?b  ex:?e  president  ?a  ex: ,?a  ex:militaryRank  ?b,0.0107649,0.0482234,0.102151,19,394,186,?a,0.0194772
?a  ex:presenter  ?b  ex: ,?a  ex:narrator  ?b,0.0217391,0.0112798,0.102228,78,6915,763,?a,0.0358538
?a  ex:deathPlace  ?b  ex: ,?a  ex:beatifiedPlace  ?b,0.136719,0.000175196,0.102339,35,199776,342,?a,0.117057
?e  guest  ?b  ex:?a  ex:lastAppearance  ?e   ,?a  ex:portrayer  ?b,0.0350877,0.043911,0.102669,150,3416,1461,?b,0.0523013
?e  riverMouth  ?a  ex:?e  state  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0267315,0.0179445,0.102804,22,1226,214,?a,0.0424301
?e  parentCompany  ?a  ex:?e  parentCompany  ?b  ex: ,?a  ex:parentCompany  ?b,0.0145976,0.0194667,0.102941,119,6113,1156,?a,0.0255694
?e  location  ?a  ex:?e  location  ?b  ex: ,?a  ex:lieutenancyArea  ?b,0.0919748,0.000593003,0.103239,102,172006,988,?a,0.0972818
?a  ex:keyPerson  ?b  ex: ,?a  ex:owningCompany  ?b,0.0179628,0.00632088,0.103406,170,26895,1644,?a,0.0306086
?b  ex:district  ?f  ?a  ex:lowestState  ?f   ,?a  ex:governmentRegion  ?b,0.0243902,0.0119522,0.103448,3,251,29,?a,0.0394737
?b  ex:derivative  ?f  ?a  ex:musicSubgenre  ?f   ,?a  ex:stylisticOrigin  ?b,0.010333,0.102662,0.103448,27,263,261,?a,0.0187891
?e  firstAppearance  ?b  ex:?e  relative  ?a  ex: ,?a  ex:lastAppearance  ?b,0.0237389,0.0379147,0.103627,40,1055,386,?a,0.0386287
?b  ex:developer  ?a  ex: ,?a  ex:product  ?b,0.0318317,0.0454472,0.103642,1127,24798,10874,?a,0.0487046
?a  ex:musicFusionGenre  ?f  ?b  ex:musicFusionGenre  ?f   ,?a  ex:musicSubgenre  ?b,0.0379404,0.0309735,0.103704,14,452,135,?b,0.0555556
?a  ex:predecessor  ?f  ?b  ex:predecessor  ?f   ,?a  ex:variantOf  ?b,0.0121446,0.00240253,0.103774,44,18314,424,?a,0.0217445
?a  ex:successor  ?f  ?b  ex:successor  ?f   ,?a  ex:variantOf  ?b,0.0143527,0.000263545,0.103792,52,197310,501,?a,0.0252182
?a  ex:isPartOfWineRegion  ?f  ?b  ex:wineRegion  ?f   ,?a  ex:growingGrape  ?b,0.0256331,0.100973,0.104271,83,822,796,?b,0.0411502
?f  owner  ?b  ex:?a  ex:owningCompany  ?f   ,?a  ex:owningCompany  ?b,0.0144759,0.104341,0.104341,137,1313,1313,?a,0.0254245
?a  ex:riverMouth  ?e  ?e  sourcePlace  ?b  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.0654206,0.00072314,0.104478,7,9680,67,?b,0.0804598
?a  ex:riverMouth  ?f  ?f  sourceMountain  ?b  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.0654206,0.00072314,0.104478,7,9680,67,?b,0.0804598
?b  ex:populationPlace  ?a  ex: ,?a  ex:ethnicGroup  ?b,0.132607,0.0148374,0.10451,146,9840,1397,?b,0.116894
?e  landingVehicle  ?a  ex:?b  ex:mission  ?e   ,?a  ex:crewMember  ?b,0.0511628,0.0723684,0.104762,11,152,105,?b,0.06875
?a  ex:successor  ?f  ?b  ex:successor  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.0207889,0.000790634,0.104768,156,197310,1489,?a,0.0346937
?e  developer  ?a  ex:?e  publisher  ?b  ex: ,?a  ex:parentCompany  ?b,0.0187684,0.0156011,0.104938,153,9807,1458,?a,0.0318418
?a  ex:canonizedPlace  ?b  ex: ,?a  ex:majorShrine  ?b,0.0187449,0.0916335,0.105023,23,251,219,?b,0.0318119
?a  ex:administrativeDistrict  ?f  ?b  ex:capital  ?f   ,?a  ex:federalState  ?b,0.0175595,0.0558304,0.105193,79,1415,751,?a,0.0300952
?b  ex:notableWork  ?a  ex: ,?a  ex:translator  ?b,0.0104031,0.00195027,0.105263,8,4102,76,?a,0.0189349
?e  highestRegion  ?b  ex:?e  municipality  ?a  ex: ,?a  ex:governmentRegion  ?b,0.0487805,0.0769231,0.105263,6,78,57,?a,0.0666667
?e  highestRegion  ?b  ex:?e  highestState  ?a  ex: ,?a  ex:governmentRegion  ?b,0.0487805,75,0.105263,6,80,57,?a,0.0666667
?e  district  ?b  ex:?e  state  ?a  ex: ,?a  ex:highestRegion  ?b,0.015873,0.000482044,0.105263,2,4149,19,?a,0.0275862
?a  ex:billed  ?f  ?f  isPartOf  ?b  ex: ,?a  ex:billed  ?b,0.127703,0.105712,0.105712,124,1173,1173,?a,0.115672
?f  isPartOfMilitaryConflict  ?b  ex:?a  ex:isPartOfMilitaryConflict  ?f   ,?a  ex:isPartOfMilitaryConflict  ?b,0.0502662,0.106162,0.106162,491,4625,4625,?a,0.0682276
?a  ex:director  ?b  ex: ,?a  ex:executiveProducer  ?b,0.0365322,0.00356549,0.106181,268,75165,2524,?a,0.0543611
?b  ex:routeEnd  ?a  ex: ,?a  ex:routeJunction  ?b,0.0157553,0.0206245,0.106188,393,19055,3701,?b,0.0274393
?e  birthPlace  ?b  ex:?a  ex:trainer  ?e   ,?a  ex:billed  ?b,0.0823893,0.0349193,0.106242,80,2291,753,?a,0.0928074
?a  ex:leftTributary  ?b  ex:?b  ex:riverMouth  ?a  ex: ,?a  ex:source  ?b,0.0225315,0.00995316,0.10625,34,3416,320,?a,0.0371788
?a  ex:aircraftFighter  ?f  ?f  predecessor  ?b  ex: ,?a  ex:aircraftFighter  ?b,0.0355263,0.106299,0.106299,27,254,254,?a,0.0532544
?e  keyPerson  ?b  ex:?a  ex:owner  ?e   ,?a  ex:owningOrganisation  ?b,0.0265021,0.00927337,0.106336,146,15744,1373,?a,0.0424295
?e  keyPerson  ?b  ex:?a  ex:owningOrganisation  ?e   ,?a  ex:owningOrganisation  ?b,0.0265021,0.106336,0.106336,146,1373,1373,?a,0.0424295
?a  ex:birthPlace  ?e  ?e  largestCity  ?b  ex: ,?a  ex:billed  ?b,0.0236869,0.000149069,0.106481,23,154291,216,?a,0.0387532
?f  highestState  ?a  ex:?b  ex:location  ?f   ,?a  ex:governmentRegion  ?b,0.0650406,0.0449438,0.106667,8,178,75,?a,0.0808081
?b  ex:musicFusionGenre  ?a  ex: ,?a  ex:musicFusionGenre  ?b,0.0339506,0.0339506,0.106796,11,324,103,?b,0.0515222
?a  ex:developer  ?b  ex: ,?a  ex:creativeDirector  ?b,0.0212766,0.000120977,0.107143,3,24798,28,?a,0.035503
?a  ex:river  ?f  ?b  ex:river  ?f   ,?a  ex:governmentRegion  ?b,0.0243902,0.00136612,0.107143,3,2196,28,?a,0.0397351
?b  ex:comparable  ?f  ?a  ex:maidenFlightRocket  ?f   ,?a  ex:maidenFlightRocket  ?b,0.0179641,0.06,0.107143,3,50,28,?b,0.0307692
?f  governmentPosition  ?b  ex:?a  ex:municipality  ?f   ,?a  ex:governmentPosition  ?b,0.0461538,0.0409091,0.107143,9,220,84,?a,0.0645161
?e  governmentPosition  ?b  ex:?e  municipality  ?a  ex: ,?a  ex:governmentPosition  ?b,0.0461538,0.0638298,0.107143,9,141,84,?a,0.0645161
?f  governor  ?b  ex:?a  ex:lieutenant  ?f   ,?a  ex:governor  ?b,0.010015,0.0272851,0.107527,20,733,186,?a,0.0183234
?e  predecessor  ?a  ex:?e  predecessor  ?b  ex: ,?a  ex:relatedMeanOfTransportation  ?b,0.0125267,0.00653549,0.107551,94,14383,874,?a,0.0224397
?a  ex:highestState  ?f  ?f  part  ?b  ex: ,?a  ex:highestRegion  ?b,0.0555556,0.03125,0.107692,7,224,65,?a,0.0732984
